character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
七,qi1,2,67808,95719,-0.171,65439,37476,35809,13237,7585,2158,203.860,182.810,171.335,63.947,45.149,23.978,115.180,3.935,435.904,3.360,2.6875,2.9,2.5
栖,qi1,10,2618,4891,-0.303,771,201,305,938,2666,2611,2.402,0.980,1.459,4.531,15.869,29.011,9.042,4.998,21.094,4.656,3.1250,3.1,2.9
戚,qi1,11,559,239,0.401,45,36,53,223,289,152,0.140,0.176,0.254,1.077,1.720,1.689,0.843,5.734,23.152,4.617,2.9375,3.2,3.3
期,qi1,12,13926,4459,0.515,6085,2904,2446,2273,2912,1760,18.956,14.166,11.703,10.981,17.333,19.556,15.449,4.784,988.662,3.005,3.2500,3.5,3.1
漆,qi1,14,356,165,0.367,14,16,36,105,260,90,0.044,0.078,0.172,0.507,1.548,1.000,0.558,5.807,30.934,4.496,2.3750,2.7,2.7
蹊,qi1,17,1069,567,0.307,39,17,31,271,594,684,0.121,0.083,0.148,1.309,3.536,7.600,2.133,5.504,2.380,5.471,2.5000,2.7,2.7
亓,qi2,4,370,559,-0.203,10,13,51,153,256,446,0.031,0.063,0.244,0.739,1.524,4.956,1.260,5.646,0.000,6.000,3.1250,2.6,2.9
齐,qi2,6,437968,147489,0.496,155728,92512,86427,76671,101917,72508,485.134,451.278,413.526,370.391,606.649,805.644,522.104,3.281,140.649,3.849,3.7500,3.5,3.2
祁,qi2,6,11414,3560,0.525,1994,1422,1639,2909,3765,3245,6.212,6.937,7.842,14.053,22.411,36.056,15.585,4.780,4.437,5.265,3.3125,3.1,3.4
圻,qi2,7,6096,3506,0.270,1323,269,303,777,2346,4586,4.121,1.312,1.450,3.754,13.964,50.956,12.593,4.867,0.450,5.839,2.9375,3.0,2.9
岐,qi2,7,184117,16089,0.839,113242,32344,16999,11980,14703,10908,352.779,157.776,81.335,57.874,87.518,121.200,143.080,3.841,4.823,5.235,2.9375,3.2,2.8
其,qi2,8,1680147,568039,0.495,969629,475400,359934,219676,156369,67973,3020.651,2319.024,1722.172,1061.237,930.768,755.256,1634.851,2.786,1790.563,2.747,3.3125,3.3,2.8
奇,qi2,8,1422950,248191,0.703,312010,212930,222888,281403,400296,242767,971.994,1038.683,1066.450,1359.435,2382.714,2697.411,1586.115,2.799,240.590,3.617,3.7500,3.1,3.4
歧,qi2,8,16166,1591,0.821,10901,2500,1309,982,1291,760,33.960,12.195,6.263,4.744,7.685,8.444,12.215,4.879,23.667,4.608,2.5000,2.5,2.8
祈,qi2,8,7732,2608,0.496,1517,617,631,812,1634,5132,4.726,3.010,3.019,3.923,9.726,57.022,13.571,4.837,13.184,4.848,3.3750,3.5,3.2
荠,qi2,9,200,832,-0.612,24,22,67,126,278,514,0.075,0.107,0.321,0.609,1.655,5.711,1.413,5.617,1.801,5.553,2.8750,3.0,2.8
耆,qi2,10,76,11,0.747,29,19,21,7,5,6,0.090,0.093,0.100,0.034,0.030,0.067,0.069,5.971,1.158,5.666,2.7500,2.7,2.7
颀,qi2,10,2884,3416,-0.084,180,361,731,1321,1791,1910,0.561,1.761,3.498,6.382,10.661,21.222,7.348,5.078,1.222,5.653,3.3750,3.2,3.1
萁,qi2,11,760,2500,-0.534,19,26,67,222,678,2256,0.059,0.127,0.321,1.072,4.036,25.067,5.114,5.214,0.000,6.000,3.0000,2.9,2.7
崎,qi2,11,10736,3942,0.463,1180,1151,1778,2473,4446,3674,3.676,5.615,8.507,11.947,26.464,40.822,16.172,4.765,8.425,5.026,2.6875,2.6,3.0
淇,qi2,11,93700,128265,-0.156,3700,2499,5977,19797,52753,142535,11.526,12.190,28.598,95.638,314.006,1583.722,340.947,3.466,0.965,5.707,3.2500,3.6,3.1
骐,qi2,11,24809,4348,0.702,2228,857,1244,2266,6881,15674,6.941,4.180,5.952,10.947,40.958,174.156,40.522,4.382,0.000,6.000,3.6875,3.4,3.5
骑,qi2,11,4013,325,0.850,344,385,539,748,1305,881,1.072,1.878,2.579,3.614,7.768,9.789,4.450,5.264,49.520,4.297,2.2500,2.6,2.5
琪,qi2,12,624970,1507215,-0.414,143865,75684,90685,221232,770443,830500,448.178,369.190,433.900,1068.754,4585.970,9227.778,2688.962,2.570,4.052,5.297,4.0000,3.7,3.5
琦,qi2,12,601285,717770,-0.088,74189,56489,90756,203134,472900,422827,231.118,275.556,434.239,981.324,2814.881,4698.078,1572.533,2.803,4.437,5.265,4.0625,3.9,3.4
棋,qi2,12,149306,61777,0.415,34804,16404,16619,21525,54943,66852,108.424,80.020,79.517,103.986,327.042,742.800,240.298,3.617,29.583,4.515,3.1250,2.9,3.2
祺,qi2,12,206639,107625,0.315,23822,8026,11743,34392,87425,148797,74.212,39.151,56.187,166.145,520.387,1653.300,418.230,3.378,5.917,5.160,3.9375,3.6,3.7
綦,qi2,14,256,111,0.395,24,37,35,86,114,71,0.075,0.180,0.167,0.415,0.679,0.789,0.384,5.859,0.643,5.784,2.8750,2.4,3.0
旗,qi2,14,304413,38790,0.774,42432,76518,81037,50967,54850,36843,132.187,373.259,387.737,246.217,326.488,409.367,312.543,3.504,89.136,4.045,3.1875,3.1,3.1
麒,qi2,19,108054,20343,0.683,9139,4925,6968,20652,40373,46356,28.470,24.024,33.340,99.768,240.315,515.067,156.831,3.802,1.479,5.606,4.1250,3.6,3.7
芑,qi3,6,77,115,-0.198,26,8,22,18,55,63,0.081,0.039,0.105,0.087,0.327,0.700,0.223,5.913,0.000,6.000,2.9375,2.8,2.9
岂,qi3,6,1155,176,0.736,140,37,67,173,326,588,0.436,0.180,0.321,0.836,1.940,6.533,1.708,5.567,27.204,4.550,2.6875,2.7,2.7
企,qi3,6,3713,440,0.788,1352,292,222,339,809,1127,4.212,1.424,1.062,1.638,4.815,12.522,4.279,5.277,453.525,3.342,2.8750,3.1,2.6
杞,qi3,7,4201,1488,0.477,1820,386,393,601,1048,1443,5.670,1.883,1.880,2.903,6.238,16.033,5.768,5.170,1.672,5.573,2.9375,2.8,2.8
启,qi3,7,2622619,894022,0.492,1399873,708613,564958,370200,301905,168681,4360.975,3456.649,2703.148,1788.406,1797.054,1874.233,2663.411,2.574,90.744,4.037,3.6875,3.1,3.6
起,qi3,10,486474,53174,0.803,248401,105720,69479,51086,41520,23370,773.835,515.707,332.435,246.792,247.143,259.667,395.930,3.401,2439.917,2.612,3.1875,3.0,3.0
绮,qi3,11,6035,143328,-0.919,13518,9902,13680,22054,48633,41648,42.112,48.302,65.455,106.541,289.482,462.756,169.108,3.769,2.830,5.417,4.0000,3.9,3.5
气,qi4,4,8667,2041,0.619,4519,1971,1643,1521,927,154,14.078,9.615,7.861,7.348,5.518,1.711,7.689,5.061,1435.885,2.843,1.8750,2.0,2.2
器,qi4,16,2306,159,0.871,1366,249,205,315,236,97,4.255,1.215,0.981,1.522,1.405,1.078,1.743,5.562,467.031,3.330,2.9375,2.8,2.8
恰,qia4,9,1276,2106,-0.245,369,166,261,863,1216,470,1.150,0.810,1.249,4.169,7.238,5.222,3.306,5.366,88.171,4.050,3.2500,3.3,3.0
千,qian1,3,193589,115345,0.253,77532,37077,33174,45258,53073,62519,241.533,180.863,158.727,218.638,315.911,694.656,301.721,3.519,456.226,3.340,3.3125,3.3,3.0
仟,qian1,5,12124,10952,0.051,4013,1321,1241,3438,7236,5851,12.502,6.444,5.938,16.609,43.071,65.011,24.929,4.586,0.000,6.000,3.5000,3.1,3.0
芊,qian1,6,5138,55583,-0.831,567,561,1608,4106,14562,38620,1.766,2.737,7.694,19.836,86.679,429.111,91.304,4.035,0.000,6.000,3.9375,3.9,3.3
迁,qian1,6,30775,13617,0.387,7902,4740,4792,9979,13450,3662,24.617,23.122,22.928,48.208,80.060,40.689,39.937,4.388,76.209,4.112,2.6250,3.1,3.0
岍,qian1,7,214,192,0.054,8,17,48,101,136,96,0.025,0.083,0.230,0.488,0.810,1.067,0.451,5.838,0.000,6.000,3.0625,2.9,3.1
佥,qian1,7,113,69,0.242,12,6,33,54,55,22,0.037,0.029,0.158,0.261,0.327,0.244,0.176,5.930,0.643,5.784,2.8125,2.6,2.8
钎,qian1,8,1145,1043,0.047,49,68,141,399,740,791,0.153,0.332,0.675,1.928,4.405,8.789,2.714,5.430,1.608,5.584,2.8125,2.4,2.7
铅,qian1,10,1618,835,0.319,752,246,254,523,515,163,2.343,1.200,1.215,2.527,3.065,1.811,2.027,5.519,25.853,4.571,2.3750,2.3,2.4
谦,qian1,12,258996,43097,0.715,90117,36508,34777,47103,53311,40311,280.738,178.088,166.397,227.551,317.327,447.900,269.667,3.568,20.773,4.662,4.1875,3.9,3.8
钤,qian2,9,996,724,0.158,266,84,136,317,501,407,0.829,0.410,0.651,1.531,2.982,4.522,1.821,5.550,0.836,5.736,2.7500,2.8,3.0
前,qian2,9,561489,123569,0.639,179373,126498,147872,115255,87712,29021,558.794,617.063,707.522,556.787,522.095,322.456,547.453,3.261,1827.735,2.738,3.3125,2.9,3.1
钱,qian2,10,108370,38734,0.473,27271,18560,20543,36572,31164,13133,84.956,90.537,98.292,176.676,185.500,145.922,130.314,3.882,320.593,3.493,3.1250,2.9,2.6
钳,qian2,10,752,679,0.051,823,216,125,131,107,28,2.564,1.054,0.598,0.633,0.637,0.311,0.966,5.706,7.717,5.060,2.5000,2.4,2.5
乾,qian2,11,586490,77189,0.767,182678,86113,84753,113429,130521,66304,569.090,420.063,405.517,547.966,776.911,736.711,576.043,3.239,19.101,4.697,3.9375,3.6,3.9
潜,qian2,15,14459,2805,0.675,2585,1514,2181,4357,4650,1976,8.053,7.385,10.435,21.048,27.679,21.956,16.093,4.767,89.007,4.046,3.0000,3.3,3.5
黔,qian2,16,16416,4577,0.564,2080,2925,4137,3502,5226,3182,6.480,14.268,19.794,16.918,31.107,35.356,20.654,4.664,6.817,5.107,3.0000,2.7,2.9
浅,qian3,8,970,2673,-0.467,1192,408,301,505,895,342,3.713,1.990,1.440,2.440,5.327,3.800,3.118,5.385,59.810,4.216,2.5625,3.3,3.0
欠,qian4,4,4511,48122,-0.829,7851,3022,1838,18613,19663,1443,24.458,14.741,8.794,89.918,117.042,16.033,45.164,4.336,28.297,4.533,1.6875,1.7,1.8
茜,qian4,9,15187,557392,-0.947,7206,13290,34381,137983,229260,150442,22.449,64.829,164.502,666.585,1364.643,1671.578,659.098,3.180,1.672,5.573,3.9375,3.6,3.0
倩,qian4,10,29448,2046375,-0.972,24130,32933,86885,571785,1000468,359693,75.171,160.649,415.718,2762.246,5955.167,3996.589,2227.590,2.652,17.879,4.724,4.1250,3.4,3.2
嵌,qian4,12,300,1422,-0.652,41,32,98,685,734,132,0.128,0.156,0.469,3.309,4.369,1.467,1.650,5.577,14.277,4.816,2.5000,2.7,2.7
锵,qiang1,14,2965,207,0.869,511,260,434,804,766,397,1.592,1.268,2.077,3.884,4.560,4.411,2.965,5.402,3.794,5.319,3.3125,2.6,2.9
强,qiang2,12,9894803,166043,0.967,1056136,1583746,2394030,2516390,1990441,519949,3290.143,7725.590,11454.689,12156.473,11847.863,5777.211,8708.662,2.060,885.506,3.052,3.9375,3.3,3.5
墙,qiang2,14,1603,362,0.632,373,194,201,447,513,237,1.162,0.946,0.962,2.159,3.054,2.633,1.819,5.550,112.803,3.944,2.5625,2.4,2.7
嫱,qiang2,14,19,5691,-0.993,199,246,675,1978,1972,637,0.620,1.200,3.230,9.556,11.738,7.078,5.570,5.182,0.386,5.858,3.2500,3.1,2.6
镪,qiang3,17,1790,46,0.950,59,73,164,403,613,524,0.184,0.356,0.785,1.947,3.649,5.822,2.124,5.505,0.000,6.000,2.9375,2.6,2.9
悄,qiao1,10,573,1884,-0.534,48,29,60,686,1318,316,0.150,0.141,0.287,3.314,7.845,3.511,2.541,5.451,81.676,4.083,2.5000,2.9,2.7
乔,qiao2,6,181054,203236,-0.058,102743,60868,57537,60655,68166,34502,320.072,296.917,275.297,293.019,405.750,383.356,329.069,3.481,25.853,4.571,3.6250,3.5,3.4
侨,qiao2,8,21289,12078,0.276,2859,2353,4161,8828,10333,4826,8.907,11.478,19.909,42.647,61.506,53.622,33.012,4.468,21.737,4.643,3.1250,3.1,3.1
荞,qiao2,9,503,2719,-0.688,294,210,212,391,1064,1051,0.916,1.024,1.014,1.889,6.333,11.678,3.809,5.318,1.736,5.563,3.0625,3.0,2.7
峤,qiao2,9,2332,1223,0.312,137,103,437,1159,1182,538,0.427,0.502,2.091,5.599,7.036,5.978,3.606,5.337,0.322,5.879,3.1875,2.8,2.6
桥,qiao2,10,503352,150945,0.539,170134,125159,130293,109284,88624,30834,530.012,610.532,623.411,527.942,527.524,342.600,527.004,3.277,119.169,3.920,3.2500,3.1,3.0
谯,qiao2,14,142,64,0.379,4,9,7,57,92,37,0.012,0.044,0.033,0.275,0.548,0.411,0.221,5.913,0.000,6.000,3.0625,2.7,3.0
樵,qiao2,16,4623,751,0.721,2210,468,436,633,1033,599,6.885,2.283,2.086,3.058,6.149,6.656,4.520,5.258,2.830,5.417,2.9375,2.9,3.0
巧,qiao3,5,117676,2745085,-0.918,803828,602683,554657,483876,322359,92428,2504.137,2939.917,2653.861,2337.565,1918.804,1026.978,2230.210,2.651,121.356,3.912,3.7500,3.5,3.5
俏,qiao4,9,6625,68416,-0.823,3325,3991,8331,22396,26493,10417,10.358,19.468,39.861,108.193,157.696,115.744,75.220,4.118,9.582,4.975,3.8750,3.7,3.4
翘,qiao4,12,2813,6639,-0.405,696,203,282,1406,3977,2892,2.168,0.990,1.349,6.792,23.673,32.133,11.184,4.914,11.383,4.907,2.7500,3.0,3.2
郄,qie4,8,1,0,1.000,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.006,0.000,0.001,6.000,0.000,6.000,2.6250,2.4,2.9
钦,qin1,9,856964,273133,0.517,359335,178401,161280,170993,165321,94540,1119.424,870.249,771.675,826.053,984.054,1050.444,936.983,3.028,17.879,4.724,3.6250,2.8,3.4
亲,qin1,9,9706,28769,-0.495,16041,7455,5221,3908,4089,1857,49.972,36.366,24.981,18.879,24.339,20.633,29.195,4.520,563.948,3.248,3.5000,3.5,2.7
芹,qin2,7,141990,5101147,-0.946,2451634,1326641,865924,402283,155825,35028,7637.489,6471.420,4143.177,1943.396,927.530,389.200,3585.369,2.445,8.103,5.041,3.2500,3.2,2.8
芩,qin2,7,333,8258,-0.922,1041,832,1098,1650,2250,1725,3.243,4.059,5.254,7.971,13.393,19.167,8.848,5.007,1.672,5.573,3.5000,3.1,3.1
秦,qin2,10,51430,37128,0.161,13636,8686,10327,17214,23908,14810,42.480,42.371,49.411,83.159,142.310,164.556,87.381,4.054,76.145,4.113,3.2500,3.4,3.1
琴,qin2,12,112856,9583624,-0.977,2949118,2090776,2016413,1532272,880507,228677,9187.283,10198.907,9647.909,7402.280,5241.113,2540.856,7369.725,2.132,67.270,4.166,3.6250,3.2,2.9
勤,qin2,13,1011453,1693111,-0.252,913045,685779,571977,336254,155936,43651,2844.377,3345.263,2736.732,1624.415,928.190,485.011,1993.998,2.700,81.226,4.085,4.0000,3.7,3.9
沁,qin4,7,22693,91629,-0.603,2433,3449,7626,15290,39986,45644,7.579,16.824,36.488,73.865,238.012,507.156,146.654,3.831,10.354,4.945,3.8750,3.7,3.9
青,qing1,8,2677163,3849498,-0.180,1554277,1331368,1370239,1211917,820859,242564,4841.984,6494.478,6556.167,5854.671,4886.065,2695.156,5221.420,2.282,551.022,3.258,3.8750,3.1,3.4
倾,qing1,10,1067,1187,-0.053,285,178,237,442,518,592,0.888,0.868,1.134,2.135,3.083,6.578,2.448,5.462,121.806,3.911,3.4375,3.3,3.6
卿,qing1,10,322196,534811,-0.248,389642,139612,102465,101342,74481,49595,1213.838,681.034,490.263,489.575,443.339,551.056,644.851,3.190,18.522,4.709,3.8125,3.9,3.9
清,qing1,11,6065189,5674373,0.033,4996211,2554737,1882106,1190015,780844,333690,15564.520,12462.132,9005.292,5748.865,4647.881,3707.667,8522.726,2.069,643.759,3.191,4.1250,3.7,3.4
情,qing2,11,46748,180251,-0.588,25215,21693,29615,48730,66136,35370,78.551,105.820,141.699,235.411,393.667,393.000,224.691,3.646,1564.379,2.805,3.2500,3.3,3.1
晴,qing2,12,61431,791380,-0.856,16426,18145,34343,121049,325387,337609,51.171,88.512,164.321,584.778,1936.827,3751.211,1096.137,2.960,31.384,4.490,4.0625,4.1,3.3
擎,qing2,16,10618,5185,0.344,618,670,1732,4116,5641,3028,1.925,3.268,8.287,19.884,33.577,33.644,16.764,4.750,4.180,5.286,3.3125,2.9,3.4
苘,qing3,8,60,114,-0.310,4,7,24,34,53,52,0.012,0.034,0.115,0.164,0.315,0.578,0.203,5.920,0.000,6.000,3.0000,2.9,3.0
顷,qing3,8,969,305,0.521,351,134,189,277,249,73,1.093,0.654,0.904,1.338,1.482,0.811,1.047,5.689,19.165,4.695,2.6875,3.0,2.9
庆,qing4,6,6727267,2523574,0.454,3148866,1892563,1695151,1318006,823159,366968,9809.551,9232.015,8110.770,6367.179,4899.756,4077.422,7082.782,2.150,113.381,3.942,3.8750,3.6,3.3
箐,qing4,14,1317,6999,-0.683,137,332,981,2027,2737,2100,0.427,1.620,4.694,9.792,16.292,23.333,9.360,4.985,0.386,5.858,3.4375,3.4,3.2
磬,qing4,16,558,934,-0.252,72,80,146,313,402,453,0.224,0.390,0.699,1.512,2.393,5.033,1.709,5.567,1.543,5.595,3.3125,3.0,3.3
罄,qing4,17,60,122,-0.341,1,13,26,37,38,67,0.003,0.063,0.124,0.179,0.226,0.744,0.223,5.913,0.965,5.707,2.5000,3.0,2.8
琼,qiong2,12,203950,5542765,-0.929,1445800,1392804,1448991,874933,469931,110401,4504.050,6794.166,6932.971,4226.729,2797.208,1226.678,4413.634,2.355,15.949,4.771,4.3125,3.5,3.5
丘,qiu1,5,2037,621,0.533,401,327,397,711,581,242,1.249,1.595,1.900,3.435,3.458,2.689,2.388,5.470,30.355,4.504,3.1875,2.8,3.1
邱,qiu1,7,4484,3725,0.092,567,582,727,1766,2660,1889,1.766,2.839,3.478,8.531,15.833,20.989,8.906,5.004,7.010,5.096,3.3750,2.9,3.0
秋,qiu1,9,1541636,5325241,-0.551,1684218,1483621,1290517,1220700,876355,312222,5246.785,7237.176,6174.722,5897.101,5216.399,3469.133,5540.219,2.256,149.010,3.824,3.5000,3.1,3.1
萩,qiu1,12,67,269,-0.601,15,31,33,50,84,122,0.047,0.151,0.158,0.242,0.500,1.356,0.409,5.851,0.000,6.000,3.2500,2.7,3.2
楸,qiu1,13,334,328,0.009,12,14,26,101,245,264,0.037,0.068,0.124,0.488,1.458,2.933,0.851,5.733,0.450,5.839,2.9375,2.4,2.7
求,qiu2,7,45190,17854,0.434,30606,11584,7567,7311,4524,1260,95.346,56.507,36.206,35.319,26.929,14.000,44.051,4.346,820.166,3.086,2.1875,2.4,2.6
俅,qiu2,9,173,33,0.680,27,19,31,76,52,7,0.084,0.093,0.148,0.367,0.310,0.078,0.180,5.928,0.000,6.000,2.3125,2.2,2.6
逑,qiu2,10,99,148,-0.198,79,44,26,42,37,19,0.246,0.215,0.124,0.203,0.220,0.211,0.203,5.920,0.000,6.000,2.5625,2.6,2.9
球,qiu2,11,227033,160759,0.171,175400,91167,67239,37005,14514,2372,546.417,444.717,321.718,178.768,86.393,26.356,267.395,3.571,346.382,3.459,2.2500,2.0,2.2
裘,qiu2,13,1095,115,0.810,857,87,61,100,77,29,2.670,0.424,0.292,0.483,0.458,0.322,0.775,5.751,4.888,5.230,3.0625,2.5,2.9
区,qu1,4,3110,675,0.643,1118,646,831,765,349,75,3.483,3.151,3.976,3.696,2.077,0.833,2.869,5.412,891.230,3.050,2.7500,2.5,2.7
屈,qu1,8,482,304,0.226,88,62,117,237,229,53,0.274,0.302,0.560,1.145,1.363,0.589,0.706,5.768,57.237,4.235,2.3125,2.4,2.3
渠,qu2,11,17417,6163,0.477,6115,4319,5455,3432,2814,1413,19.050,21.068,26.100,16.580,16.750,15.700,19.208,4.694,37.815,4.411,3.0000,3.1,2.9
蕖,qu2,14,113,641,-0.700,69,76,149,182,167,113,0.215,0.371,0.713,0.879,0.994,1.256,0.738,5.760,0.000,6.000,3.1250,3.1,2.9
瞿,qu2,18,556,265,0.354,28,38,77,194,280,204,0.087,0.185,0.368,0.937,1.667,2.267,0.919,5.717,4.309,5.275,3.3125,2.8,3.0
曲,qu3,6,13270,26888,-0.339,9151,5811,7922,9599,6041,1644,28.508,28.346,37.904,46.372,35.958,18.267,32.559,4.474,308.052,3.510,3.1875,3.0,3.0
取,qu3,8,4174,3363,0.108,2566,1159,987,1082,1274,464,7.994,5.654,4.722,5.227,7.583,5.156,6.056,5.151,764.150,3.116,2.5000,2.6,2.7
去,qu4,5,1060,645,0.243,732,242,238,221,193,79,2.280,1.180,1.139,1.068,1.149,0.878,1.282,5.642,2401.973,2.619,2.1875,2.3,2.2
趣,qu4,15,413,637,-0.213,225,89,130,223,278,105,0.701,0.434,0.622,1.077,1.655,1.167,0.943,5.712,156.277,3.803,3.3125,3.3,2.9
权,quan2,6,2374044,114493,0.908,702061,504493,502344,346374,283954,148705,2187.106,2460.941,2403.560,1673.304,1690.202,1652.278,2011.232,2.696,543.176,3.264,3.6875,3.0,3.4
全,quan2,6,5494055,722606,0.768,2577182,1506257,1165772,585761,288539,93056,8028.604,7347.595,5577.856,2829.763,1717.494,1033.956,4422.545,2.354,1599.686,2.796,3.8125,3.3,3.2
荃,quan2,9,8124,9345,-0.070,3781,1379,1721,3019,4510,3046,11.779,6.727,8.234,14.585,26.845,33.844,17.002,4.745,2.187,5.497,3.8125,3.1,3.3
泉,quan2,9,1613991,127255,0.854,720684,321127,252852,215488,143758,86711,2245.121,1566.473,1209.818,1041.005,855.702,963.456,1313.596,2.881,63.025,4.194,3.9375,3.9,3.2
拳,quan2,10,358,32,0.836,17,18,39,148,137,31,0.053,0.088,0.187,0.715,0.815,0.344,0.367,5.864,43.282,4.354,2.6250,2.4,2.7
铨,quan2,11,53335,2237,0.919,22210,6103,4957,7045,8759,6557,69.190,29.771,23.718,34.034,52.137,72.856,46.951,4.319,2.187,5.497,2.9375,2.5,3.0
劝,quan4,4,768,8619,-0.836,3937,1115,810,1929,1472,124,12.265,5.439,3.876,9.319,8.762,1.378,6.840,5.106,56.980,4.237,2.3125,2.6,2.7
雀,que4,11,1094,4597,-0.616,2126,1006,713,1148,573,125,6.623,4.907,3.411,5.546,3.411,1.389,4.215,5.283,31.834,4.484,2.7500,3.2,2.8
阙,que4,13,57,36,0.226,10,2,4,19,30,28,0.031,0.010,0.019,0.092,0.179,0.311,0.107,5.956,1.801,5.553,3.3750,3.0,3.1
群,qun2,13,1317926,3771495,-0.482,1354430,1215150,1312595,744218,366659,93628,4219.408,5927.561,6280.359,3595.256,2182.494,1040.311,3874.232,2.412,518.094,3.285,3.4375,3.1,3.2
然,ran2,12,732460,607241,0.093,223885,94006,95653,184396,310178,431834,697.461,458.566,457.670,890.802,1846.298,4798.156,1524.826,2.816,2366.795,2.626,3.5625,3.6,3.4
燃,ran2,16,35400,22867,0.215,1434,1211,2230,8353,17985,27044,4.467,5.907,10.670,40.353,107.054,300.489,78.157,4.102,116.726,3.929,3.0000,2.9,3.0
冉,ran3,5,102848,262417,-0.437,9920,5347,12278,65888,113416,158455,30.903,26.083,58.746,318.300,675.095,1760.611,478.290,3.319,7.010,5.096,3.8125,3.6,3.4
苒,ran3,8,1558,9439,-0.717,258,226,514,1515,2589,5888,0.804,1.102,2.459,7.319,15.411,65.422,15.420,4.785,0.322,5.879,3.5625,3.4,3.3
染,ran3,9,888,2837,-0.523,847,348,403,748,876,503,2.639,1.698,1.928,3.614,5.214,5.589,3.447,5.352,176.149,3.752,2.5625,2.7,2.8
让,rang4,5,83618,26377,0.520,58868,20298,13500,8377,6688,2298,183.389,99.015,64.593,40.469,39.810,25.533,75.468,4.117,413.716,3.382,2.3125,2.9,2.7
饶,rao2,9,5891,3915,0.202,949,543,899,2209,3499,1709,2.956,2.649,4.301,10.671,20.827,18.989,10.066,4.956,19.551,4.687,2.9375,2.7,2.8
娆,rao2,9,248,10948,-0.956,400,427,785,1937,4482,3187,1.246,2.083,3.756,9.357,26.679,35.411,13.089,4.851,0.514,5.820,3.2500,3.1,2.9
热,re4,10,6814,6305,0.039,3921,2601,2609,2050,1500,433,12.215,12.688,12.483,9.903,8.929,4.811,10.172,4.952,634.112,3.197,2.1875,3.1,2.7
人,ren2,2,103250,29891,0.551,45314,16463,13239,16863,25397,15924,141.165,80.307,63.344,81.464,151.173,176.933,115.731,3.933,7822.088,2.107,3.1250,3.1,3.0
壬,ren2,4,6379,6864,-0.037,5170,2017,1719,1386,1490,1457,16.106,9.839,8.225,6.696,8.869,16.189,10.987,4.921,1.672,5.573,3.1250,3.0,3.1
仁,ren2,4,3270504,892925,0.571,2058043,799134,568996,364573,251108,120186,6411.349,3898.215,2722.469,1761.222,1494.690,1335.400,2937.224,2.532,78.975,4.097,4.3125,4.2,3.6
忍,ren3,7,14260,12652,0.060,7601,2350,2356,4595,8690,1294,23.679,11.463,11.273,22.198,51.726,14.378,22.453,4.630,91.451,4.034,2.0625,2.6,2.9
认,ren4,4,1679,5646,-0.542,3158,1292,1027,855,770,223,9.838,6.302,4.914,4.130,4.583,2.478,5.374,5.196,979.980,3.008,2.6250,2.9,2.9
任,ren4,6,212911,78677,0.460,88380,47711,47446,42828,41771,23531,275.327,232.737,227.014,206.899,248.637,261.456,242.012,3.614,835.986,3.077,3.1250,3.0,3.3
韧,ren4,7,8680,2626,0.535,975,1458,2359,2828,2386,1331,3.037,7.112,11.287,13.662,14.202,14.789,10.682,4.932,15.435,4.784,3.7500,3.5,3.8
仍,reng2,4,853,3303,-0.590,2556,709,445,260,143,44,7.963,3.459,2.129,1.256,0.851,0.489,2.691,5.433,284.450,3.544,2.5625,2.9,3.0
日,ri4,4,714199,288666,0.424,321306,200836,177438,155268,110398,37278,1000.953,979.688,848.986,750.087,657.131,414.200,775.174,3.110,1240.892,2.906,2.9375,2.9,2.7
戎,rong2,6,5184,4216,0.103,994,1429,1621,1934,2049,1294,3.097,6.971,7.756,9.343,12.196,14.378,8.957,5.002,7.203,5.086,3.0625,2.5,3.3
荣,rong2,9,8365962,10872422,-0.130,8687049,4220351,3146142,1777883,1006747,403007,27062.458,20587.078,15053.311,8588.807,5992.542,4477.856,13627.009,1.866,128.173,3.889,4.1875,3.9,3.8
容,rong2,10,167200,3005572,-0.895,1000884,733281,774432,394530,205408,59177,3118.019,3576.980,3705.416,1905.942,1222.667,657.522,2364.424,2.626,568.193,3.245,3.8125,3.6,3.7
嵘,rong2,12,33869,23473,0.181,2350,6886,17018,11123,11810,8080,7.321,33.590,81.426,53.734,70.298,89.778,56.025,4.244,1.736,5.563,3.8750,3.1,3.6
蓉,rong2,13,20764,2112103,-0.981,331242,362410,533199,390388,348337,166701,1031.907,1767.854,2551.191,1885.932,2073.435,1852.233,1860.425,2.730,11.512,4.903,4.0625,3.7,3.3
溶,rong2,13,3419,17456,-0.672,1406,1116,2330,4634,6100,5281,4.380,5.444,11.148,22.386,36.310,58.678,23.058,4.619,162.515,3.786,2.6875,3.0,2.9
榕,rong2,14,76794,151481,-0.327,22218,18905,25724,39978,68872,52541,69.215,92.220,123.081,193.130,409.952,583.789,245.231,3.609,4.437,5.265,3.3750,3.6,3.4
